customer_id,age,gender,income_annual,employment_years,employment_status,credit_score,num_credit_accounts,num_hard_inquiries,late_payments_2yr,debt_existing,loan_amount,loan_purpose,loan_term_months,interest_rate,loan_grade,home_ownership,state,application_date,defaulted,debt_to_income,monthly_payment,payment_to_income,total_debt_ratio,interest_cost_total,risk_per_year,credit_tier,income_tier,loan_size
FIN-000128,38,Male,140525.0,26,Employed,390.0,2,5,2,9356,46920,Business,60,12.26,C,Rent,NC,2020-02-12,1,0.3339,782.0,0.0668,0.4005,28761.96,1.0,Very Poor,Upper-Mid,Very Large
FIN-000129,67,Female,182935.0,19,Retired,611.0,9,6,0,40860,24875,Debt Consolidation,72,12.19,B,Own,GA,2020-02-12,0,0.136,345.49,0.0227,0.3593,18193.58,0.0,Fair,Upper-Mid,Large
FIN-000130,38,Male,179401.0,20,Employed,736.0,11,2,0,22013,73833,Debt Consolidation,24,20.68,A,Own,PA,2020-02-13,0,0.4116,3076.38,0.2058,0.5343,30537.33,0.0,Very Good,Upper-Mid,Very Large
FIN-000131,23,Male,123293.0,34,Employed,342.0,6,7,3,3244,57129,Business,24,10.44,F,Rent,MI,2020-02-13,1,0.4634,2380.38,0.2317,0.4897,11928.54,1.5,Very Poor,Upper-Mid,Very Large
FIN-000132,21,Male,83818.0,14,Self-Employed,373.0,10,0,7,23571,70744,Home Improvement,12,25.86,A,Rent,TX,2020-02-13,1,0.844,5895.33,0.844,1.1252,18294.4,3.5,Very Poor,Mid,Very Large
FIN-000133,53,Female,130325.0,29,Self-Employed,615.0,6,2,2,36793,24700,Education,12,17.14,E,Rent,GA,2020-02-14,0,0.1895,2058.33,0.1895,0.4718,4233.58,1.0,Fair,Upper-Mid,Large
FIN-000134,27,Male,192443.0,3,Self-Employed,443.0,9,6,0,11892,77769,Education,36,27.28,B,Own,PA,2020-02-14,0,0.4041,2160.25,0.1347,0.4659,63646.15,0.0,Very Poor,Upper-Mid,Very Large
FIN-000135,30,Male,80325.0,14,Self-Employed,628.0,1,6,7,41462,6891,Car,36,6.3,C,Rent,CA,2020-02-14,0,0.0858,191.42,0.0286,0.602,1302.4,3.5,Fair,Mid,Medium
FIN-000136,64,Male,191313.0,22,Unemployed,508.0,7,0,2,13877,63520,Vacation,36,12.42,B,Rent,PA,2020-02-15,1,0.332,1764.44,0.1107,0.4046,23667.55,1.0,Very Poor,Upper-Mid,Very Large
FIN-000138,52,Other,126094.0,25,Self-Employed,413.0,4,2,0,20588,69190,Business,60,21.66,C,Rent,PA,2020-02-15,0,0.5487,1153.17,0.1097,0.712,74932.77,0.0,Very Poor,Upper-Mid,Very Large
FIN-000139,43,Female,156354.0,11,Employed,474.0,1,5,0,41770,7039,Home Improvement,72,9.5,A,Mortgage,CA,2020-02-16,0,0.045,97.76,0.0075,0.3122,4012.23,0.0,Very Poor,Upper-Mid,Medium
FIN-000140,37,Other,46222.0,17,Employed,570.0,3,5,0,23638,24673,Home Improvement,48,13.32,B,Mortgage,FL,2020-02-16,0,0.5338,514.02,0.1334,1.0452,13145.77,0.0,Fair,Lower-Mid,Large
FIN-000141,34,Male,33376.0,5,Self-Employed,362.0,7,7,0,785,47412,Education,48,25.9,B,Mortgage,OH,2020-02-16,1,1.4205,987.75,0.3551,1.4441,49118.83,0.0,Very Poor,Lower-Mid,Very Large
FIN-000142,37,Other,29431.0,17,Employed,703.0,6,6,1,227,33436,Car,72,7.19,E,Rent,IL,2020-02-17,0,1.1361,464.39,0.1893,1.1438,14424.29,0.5,Very Good,Low,Very Large
FIN-000143,45,Male,53370.0,23,Employed,524.0,1,4,5,4947,13186,Debt Consolidation,24,22.02,D,Rent,PA,2020-02-17,1,0.2471,549.42,0.1235,0.3398,5807.11,2.5,Very Poor,Lower-Mid,Medium
FIN-000144,41,Male,153009.0,27,Employed,460.0,9,7,5,7477,68708,Car,12,21.01,D,Rent,TX,2020-02-17,1,0.449,5725.67,0.449,0.4979,14435.55,2.5,Very Poor,Upper-Mid,Very Large
FIN-000145,26,Male,175673.0,14,Unemployed,335.0,4,7,2,17211,5434,Debt Consolidation,24,7.57,A,Own,GA,2020-02-18,1,0.0309,226.42,0.0155,0.1289,822.71,1.0,Very Poor,Upper-Mid,Medium
FIN-000146,40,Female,125116.0,18,Employed,680.0,7,7,2,49530,15519,Vacation,48,20.68,C,Rent,MI,2020-02-18,0,0.124,323.31,0.031,0.5199,12837.32,1.0,Good,Upper-Mid,Large
FIN-000147,69,Female,21067.0,4,Self-Employed,617.0,4,2,7,13894,23030,Education,24,17.89,F,Rent,FL,2020-02-18,1,1.0932,959.58,0.5466,1.7527,8240.13,3.5,Fair,Low,Large
FIN-000148,40,Female,98937.0,3,Self-Employed,755.0,7,3,7,28387,60819,Car,12,11.26,D,Own,PA,2020-02-19,0,0.6147,5068.25,0.6147,0.9016,6848.22,3.5,Excellent,Mid,Very Large
FIN-000149,46,Other,123556.0,16,Employed,568.0,5,0,2,10217,10258,Home Improvement,12,11.81,A,Mortgage,NY,2020-02-19,0,0.083,854.83,0.083,0.1657,1211.47,1.0,Fair,Upper-Mid,Medium
FIN-000150,52,Female,164544.0,9,Employed,643.0,1,5,3,47488,77726,Business,12,24.08,C,Other,NC,2020-02-19,0,0.4724,6477.17,0.4724,0.761,18716.42,1.5,Fair,Upper-Mid,Very Large
FIN-000151,28,Female,184219.0,11,Employed,339.0,4,1,6,39024,63277,Medical,48,9.93,D,Mortgage,GA,2020-02-20,1,0.3435,1318.27,0.0859,0.5553,25133.62,3.0,Very Poor,Upper-Mid,Very Large
FIN-000152,65,Male,111396.0,4,Employed,713.0,3,6,1,11556,50238,Home Improvement,12,16.55,C,Own,PA,2020-02-20,0,0.451,4186.5,0.451,0.5547,8314.39,0.5,Very Good,Upper-Mid,Very Large
FIN-000153,68,Female,74654.0,6,Self-Employed,679.0,6,0,6,11568,15747,Vacation,36,20.51,A,Own,NC,2020-02-20,0,0.2109,437.42,0.0703,0.3659,9689.13,3.0,Good,Mid,Large
FIN-000154,64,Other,156268.0,22,Self-Employed,521.0,6,4,2,26914,35917,Business,36,7.55,A,Own,MI,2020-02-21,1,0.2298,997.69,0.0766,0.4021,8135.2,1.0,Very Poor,Upper-Mid,Very Large
FIN-000155,49,Female,50593.0,1,Employed,580.0,1,4,7,25704,35377,Debt Consolidation,72,26.41,E,Own,NC,2020-02-21,0,0.6992,491.35,0.1165,1.2073,56058.39,3.5,Fair,Lower-Mid,Very Large
FIN-000156,37,Male,130423.0,29,Employed,524.0,11,2,7,22466,49956,Education,12,10.62,B,Rent,TX,2020-02-21,1,0.383,4163.0,0.383,0.5553,5305.33,3.5,Very Poor,Upper-Mid,Very Large
FIN-000157,38,Male,85059.0,4,Self-Employed,756.0,2,4,2,8482,28557,Car,36,11.99,B,Own,NC,2020-02-22,0,0.3357,793.25,0.1119,0.4355,10271.95,1.0,Excellent,Mid,Large
FIN-000158,60,Male,127041.0,19,Employed,453.0,2,5,0,19932,49335,Vacation,12,20.15,D,Rent,GA,2020-02-22,0,0.3883,4111.25,0.3883,0.5452,9941.0,0.0,Very Poor,Upper-Mid,Very Large
FIN-000160,31,Male,51593.0,5,Employed,652.0,4,0,6,59,24491,Education,36,19.25,F,Rent,NC,2020-02-23,0,0.4747,680.31,0.1582,0.4758,14143.55,3.0,Good,Lower-Mid,Large
FIN-000161,65,Female,161533.0,28,Self-Employed,338.0,9,6,7,38199,62294,Education,48,26.03,A,Mortgage,IL,2020-02-23,1,0.3856,1297.79,0.0964,0.6221,64860.51,3.5,Very Poor,Upper-Mid,Very Large
FIN-000163,35,Female,55690.0,15,Retired,497.0,2,3,7,19054,70640,Education,60,13.0,A,Own,NY,2020-02-24,1,1.2685,1177.33,0.2537,1.6106,45916.0,3.5,Very Poor,Lower-Mid,Very Large
FIN-000164,46,Male,115360.0,33,Employed,575.0,11,6,6,47192,23123,Car,60,9.96,A,Mortgage,FL,2020-02-24,0,0.2004,385.38,0.0401,0.6095,11515.25,3.0,Fair,Upper-Mid,Large
FIN-000165,23,Male,88923.0,30,Employed,471.0,8,6,6,3339,69618,Vacation,72,23.74,A,Own,CA,2020-02-24,1,0.7829,966.92,0.1305,0.8205,99163.88,3.0,Very Poor,Mid,Very Large
FIN-000166,23,Male,41826.0,4,Self-Employed,807.0,11,2,0,19173,29288,Home Improvement,72,8.44,C,Mortgage,IL,2020-02-25,0,0.7002,406.78,0.1167,1.1586,14831.44,0.0,Excellent,Lower-Mid,Large
FIN-000167,58,Male,140240.0,32,Unemployed,704.0,1,6,2,32582,50091,Education,72,12.65,C,Mortgage,OH,2020-02-25,0,0.3572,695.71,0.0595,0.5895,38019.07,1.0,Very Good,Upper-Mid,Very Large
FIN-000168,55,Male,165625.0,18,Employed,570.0,8,4,0,36422,64216,Car,48,18.62,B,Rent,OH,2020-02-25,0,0.3877,1337.83,0.0969,0.6076,47828.08,0.0,Fair,Upper-Mid,Very Large
FIN-000169,29,Male,73165.0,31,Employed,430.0,3,4,2,45955,63785,Car,36,14.01,A,Own,PA,2020-02-26,1,0.8718,1771.81,0.2906,1.4999,26808.84,1.0,Very Poor,Mid,Very Large
FIN-000170,63,Female,77454.0,22,Employed,684.0,5,3,6,27068,55997,Debt Consolidation,60,6.04,C,Mortgage,PA,2020-02-26,0,0.723,933.28,0.1446,1.0724,16911.09,3.0,Good,Mid,Very Large
FIN-000171,60,Male,26959.0,2,Self-Employed,696.0,1,6,3,38316,74037,Education,12,26.77,A,Own,GA,2020-02-26,0,2.7463,6169.75,2.7463,4.1676,19819.7,1.5,Good,Low,Very Large
FIN-000172,24,Female,62715.0,0,Employed,595.0,1,2,3,21486,55693,Vacation,24,12.44,A,Mortgage,MI,2020-02-27,0,0.888,2320.54,0.444,1.2306,13856.42,1.5,Fair,Mid,Very Large
FIN-000173,40,Female,180451.0,27,Retired,682.0,6,4,4,30641,40712,Debt Consolidation,60,14.97,C,Own,NC,2020-02-27,0,0.2256,678.53,0.0451,0.3954,30472.93,2.0,Good,Upper-Mid,Very Large
FIN-000174,35,Female,173746.0,4,Employed,811.0,3,2,7,19046,20905,Home Improvement,60,8.44,B,Own,FL,2020-02-27,0,0.1203,348.42,0.0241,0.2299,8821.91,3.5,Excellent,Upper-Mid,Large
FIN-000175,49,Female,160631.0,12,Employed,694.0,8,5,1,16585,6591,Home Improvement,12,24.84,C,Rent,FL,2020-02-28,0,0.041,549.25,0.041,0.1443,1637.2,0.5,Good,Upper-Mid,Medium
FIN-000176,25,Female,52252.0,10,Employed,559.0,4,0,0,7087,65159,Business,60,11.35,C,Own,GA,2020-02-28,0,1.247,1085.98,0.2494,1.3826,36977.73,0.0,Fair,Lower-Mid,Very Large
FIN-000177,59,Female,46104.0,21,Employed,580.0,6,5,5,46102,18522,Car,60,4.97,A,Rent,IL,2020-02-28,0,0.4017,308.7,0.0803,1.4017,4602.72,2.5,Fair,Lower-Mid,Large
FIN-000178,60,Female,151623.0,22,Self-Employed,655.0,10,4,0,41430,8572,Education,60,11.94,E,Own,MI,2020-02-29,0,0.0565,142.87,0.0113,0.3298,5117.48,0.0,Good,Upper-Mid,Medium
FIN-000179,27,Male,85669.0,11,Self-Employed,719.0,9,4,1,40711,66680,Business,72,27.63,C,Mortgage,NC,2020-02-29,0,0.7783,926.11,0.1297,1.2536,110542.1,0.5,Very Good,Mid,Very Large
FIN-000180,28,Male,157679.0,20,Employed,491.0,8,4,7,36124,63537,Vacation,72,7.95,A,Other,PA,2020-02-29,1,0.403,882.46,0.0672,0.632,30307.15,3.5,Very Poor,Upper-Mid,Very Large
FIN-000181,52,Female,96639.0,18,Employed,727.0,4,3,7,28330,38061,Car,36,5.23,C,Own,NC,2020-03-01,0,0.3938,1057.25,0.1313,0.687,5971.77,3.5,Very Good,Mid,Very Large
FIN-000182,56,Male,62973.0,4,Self-Employed,647.0,10,3,6,43316,71874,Vacation,72,18.09,C,Mortgage,FL,2020-03-01,0,1.1413,998.25,0.1902,1.8292,78012.04,3.0,Fair,Mid,Very Large
FIN-000183,53,Female,146142.0,23,Employed,728.0,8,4,1,36741,65542,Education,60,13.23,D,Rent,CA,2020-03-01,0,0.4485,1092.37,0.0897,0.6999,43356.03,0.5,Very Good,Upper-Mid,Very Large
FIN-000184,57,Female,180930.0,29,Employed,691.0,7,4,6,13020,66907,Debt Consolidation,24,23.18,D,Rent,FL,2020-03-02,0,0.3698,2787.79,0.1849,0.4418,31018.09,3.0,Good,Upper-Mid,Very Large
FIN-000185,52,Male,190439.0,7,Employed,640.0,5,0,4,43543,21151,Home Improvement,72,21.7,E,Mortgage,NC,2020-03-02,0,0.1111,293.76,0.0185,0.3397,27538.6,2.0,Fair,Upper-Mid,Large
FIN-000186,63,Female,119364.0,1,Employed,846.0,7,0,1,4471,50813,Business,36,8.86,F,Mortgage,OH,2020-03-02,0,0.4257,1411.47,0.1419,0.4632,13506.1,0.5,Excellent,Upper-Mid,Very Large
FIN-000187,56,Female,76536.0,33,Employed,701.0,7,2,2,27122,57627,Vacation,36,17.77,C,Mortgage,PA,2020-03-03,0,0.7529,1600.75,0.251,1.1073,30720.95,1.0,Very Good,Mid,Very Large
FIN-000188,54,Female,99584.0,22,Employed,346.0,10,6,0,3123,31117,Business,48,5.26,C,Rent,TX,2020-03-03,0,0.3125,648.27,0.0781,0.3438,6547.02,0.0,Very Poor,Mid,Very Large
FIN-000189,69,Female,115959.0,2,Employed,724.0,2,2,1,11333,73034,Home Improvement,60,14.83,A,Rent,FL,2020-03-03,0,0.6298,1217.23,0.126,0.7276,54154.71,0.5,Very Good,Upper-Mid,Very Large
FIN-000190,45,Female,169642.0,23,Retired,816.0,7,3,2,38771,30483,Debt Consolidation,24,21.28,E,Rent,CA,2020-03-04,0,0.1797,1270.12,0.0898,0.4082,12973.56,1.0,Excellent,Upper-Mid,Very Large
FIN-000191,64,Female,187010.0,17,Employed,627.0,3,1,1,3790,76264,Medical,24,14.25,A,Rent,NY,2020-03-04,0,0.4078,3177.67,0.2039,0.4281,21735.24,0.5,Fair,Upper-Mid,Very Large
FIN-000192,52,Female,117216.0,30,Employed,386.0,8,0,5,32036,61469,Medical,48,7.27,C,Mortgage,TX,2020-03-04,1,0.5244,1280.6,0.1311,0.7977,17875.19,2.5,Very Poor,Upper-Mid,Very Large
FIN-000193,22,Male,135283.0,13,Self-Employed,814.0,8,2,2,39289,23877,Vacation,24,5.95,A,Mortgage,FL,2020-03-05,0,0.1765,994.88,0.0882,0.4669,2841.36,1.0,Excellent,Upper-Mid,Large
FIN-000194,29,Male,122410.0,0,Employed,464.0,9,6,3,35878,67396,Medical,36,24.56,B,Other,FL,2020-03-05,1,0.5506,1872.11,0.1835,0.8437,49657.37,1.5,Very Poor,Upper-Mid,Very Large
FIN-000195,58,Male,65820.0,13,Employed,522.0,11,6,7,24923,8088,Education,12,25.45,A,Own,NC,2020-03-05,1,0.1229,674.0,0.1229,0.5015,2058.4,3.5,Very Poor,Mid,Medium
FIN-000196,49,Male,118235.0,4,Employed,596.0,4,0,2,1601,28179,Business,36,12.56,A,Own,OH,2020-03-06,0,0.2383,782.75,0.0794,0.2519,10617.85,1.0,Fair,Upper-Mid,Large
FIN-000197,58,Male,184290.0,30,Retired,750.0,10,0,4,11788,52954,Debt Consolidation,72,8.36,A,Own,NY,2020-03-06,0,0.2873,735.47,0.0479,0.3513,26561.73,2.0,Excellent,Upper-Mid,Very Large
FIN-000198,38,Female,29990.0,30,Employed,642.0,3,5,6,21307,27011,Education,12,27.5,B,Other,OH,2020-03-06,1,0.9007,2250.92,0.9007,1.6111,7428.02,3.0,Fair,Low,Large
FIN-000199,42,Female,32778.0,29,Retired,640.0,9,7,2,27129,17839,Education,24,17.33,B,Rent,GA,2020-03-07,0,0.5442,743.29,0.2721,1.3719,6183.0,1.0,Fair,Lower-Mid,Large
FIN-000200,55,Female,191212.0,0,Self-Employed,760.0,9,1,1,12712,57903,Vacation,60,15.7,C,Mortgage,OH,2020-03-07,0,0.3028,965.05,0.0606,0.3693,45453.86,0.5,Excellent,Upper-Mid,Very Large
FIN-000201,35,Female,120196.0,2,Self-Employed,691.0,2,0,3,22303,68561,Debt Consolidation,12,21.93,B,Own,GA,2020-03-07,0,0.5704,5713.42,0.5704,0.756,15035.43,1.5,Good,Upper-Mid,Very Large
FIN-000202,27,Male,107448.0,19,Self-Employed,836.0,6,5,7,46515,28625,Education,36,8.47,C,Own,NC,2020-03-08,0,0.2664,795.14,0.0888,0.6993,7273.61,3.5,Excellent,Upper-Mid,Large
FIN-000203,33,Male,112334.0,20,Employed,720.0,3,6,7,16004,23481,Vacation,36,18.13,E,Own,CA,2020-03-08,0,0.209,652.25,0.0697,0.3515,12771.32,3.5,Very Good,Upper-Mid,Large
FIN-000204,62,Female,95012.0,29,Employed,680.0,5,1,3,20162,24558,Business,72,25.42,C,Rent,MI,2020-03-08,0,0.2585,341.08,0.0431,0.4707,37455.86,1.5,Good,Mid,Large
FIN-000205,56,Male,79871.0,29,Employed,304.0,2,6,2,41281,36104,Debt Consolidation,36,5.04,A,Rent,PA,2020-03-09,0,0.452,1002.89,0.1507,0.9689,5458.92,1.0,Very Poor,Mid,Very Large
FIN-000206,36,Female,136445.0,4,Employed,303.0,4,5,1,28237,58586,Medical,72,20.31,A,Rent,FL,2020-03-09,0,0.4294,813.69,0.0716,0.6363,71392.9,0.5,Very Poor,Upper-Mid,Very Large
FIN-000207,61,Male,180012.0,9,Retired,615.0,11,6,7,10489,49420,Medical,36,17.46,B,Mortgage,CA,2020-03-09,0,0.2745,1372.78,0.0915,0.3328,25886.2,3.5,Fair,Upper-Mid,Very Large
FIN-000208,41,Male,108873.0,23,Employed,377.0,3,5,3,16563,9061,Education,48,26.84,E,Rent,TX,2020-03-10,1,0.0832,188.77,0.0208,0.2354,9727.89,1.5,Very Poor,Upper-Mid,Medium
FIN-000209,48,Male,49590.0,5,Employed,830.0,2,7,5,20349,38241,Home Improvement,24,10.58,A,Mortgage,MI,2020-03-10,0,0.7711,1593.38,0.3856,1.1815,8091.8,2.5,Excellent,Lower-Mid,Very Large
FIN-000210,30,Female,87145.0,9,Self-Employed,654.0,6,1,2,46059,67055,Debt Consolidation,60,24.68,D,Rent,FL,2020-03-10,0,0.7695,1117.58,0.1539,1.298,82745.87,1.0,Good,Mid,Very Large
FIN-000211,39,Female,180369.0,9,Retired,332.0,11,0,2,28143,75593,Car,72,11.76,A,Other,CA,2020-03-11,1,0.4191,1049.9,0.0699,0.5751,53338.42,1.0,Very Poor,Upper-Mid,Very Large
FIN-000212,37,Female,178938.0,24,Retired,438.0,3,0,6,48805,49173,Vacation,48,14.6,B,Rent,PA,2020-03-11,1,0.2748,1024.44,0.0687,0.5476,28717.03,3.0,Very Poor,Upper-Mid,Very Large
FIN-000213,21,Female,141909.0,13,Self-Employed,571.0,4,2,7,15685,10289,Car,24,9.51,D,Mortgage,CA,2020-03-11,0,0.0725,428.71,0.0363,0.183,1956.97,3.5,Fair,Upper-Mid,Medium
FIN-000214,33,Female,53991.0,12,Employed,495.0,6,0,7,26609,70180,Education,72,24.79,B,Own,NC,2020-03-12,1,1.2998,974.72,0.2166,1.7927,104385.73,3.5,Very Poor,Lower-Mid,Very Large
FIN-000215,56,Female,21907.0,10,Employed,426.0,5,6,7,41697,7221,Home Improvement,12,9.09,B,Rent,MI,2020-03-12,1,0.3296,601.75,0.3296,2.233,656.39,3.5,Very Poor,Low,Medium
FIN-000216,67,Female,177010.0,10,Employed,648.0,4,7,2,36487,68137,Debt Consolidation,48,24.69,E,Own,NY,2020-03-12,0,0.3849,1419.52,0.0962,0.5911,67292.1,1.0,Fair,Upper-Mid,Very Large
FIN-000217,62,Male,96479.0,15,Employed,343.0,4,0,3,49206,47942,Medical,72,15.21,A,Own,CA,2020-03-13,0,0.4969,665.86,0.0828,1.0069,43751.87,1.5,Very Poor,Mid,Very Large
FIN-000218,40,Female,156882.0,32,Employed,543.0,2,0,0,11117,26635,Education,48,24.12,C,Own,PA,2020-03-13,0,0.1698,554.9,0.0424,0.2406,25697.45,0.0,Very Poor,Upper-Mid,Large
FIN-000220,60,Male,78612.0,9,Retired,378.0,4,7,4,26009,56072,Debt Consolidation,48,7.62,F,Mortgage,OH,2020-03-14,1,0.7133,1168.17,0.1783,1.0441,17090.75,2.0,Very Poor,Mid,Very Large
FIN-000221,26,Male,57705.0,14,Self-Employed,489.0,8,7,4,44602,12075,Debt Consolidation,12,17.54,D,Mortgage,OH,2020-03-14,1,0.2093,1006.25,0.2093,0.9822,2117.96,2.0,Very Poor,Lower-Mid,Medium
FIN-000222,43,Male,37615.0,15,Self-Employed,385.0,5,1,7,19678,27378,Home Improvement,36,16.47,A,Mortgage,MI,2020-03-14,1,0.7278,760.5,0.2426,1.251,13527.47,3.5,Very Poor,Lower-Mid,Large
FIN-000223,62,Male,95475.0,26,Employed,784.0,11,2,1,36623,40084,Debt Consolidation,48,12.88,E,Own,FL,2020-03-15,0,0.4198,835.08,0.105,0.8034,20651.28,0.5,Excellent,Mid,Very Large
FIN-000224,44,Female,129054.0,31,Employed,570.0,10,6,0,13369,55426,Home Improvement,24,20.08,B,Rent,IL,2020-03-15,0,0.4295,2309.42,0.2147,0.5331,22259.08,0.0,Fair,Upper-Mid,Very Large
FIN-000225,69,Female,115490.0,5,Retired,812.0,10,7,6,35519,36584,Home Improvement,36,6.74,A,Rent,NY,2020-03-15,0,0.3168,1016.22,0.1056,0.6243,7397.28,3.0,Excellent,Upper-Mid,Very Large
FIN-000226,25,Female,86273.0,7,Employed,319.0,8,6,6,28209,36245,Business,12,19.12,C,Own,PA,2020-03-16,1,0.4201,3020.42,0.4201,0.7471,6930.04,3.0,Very Poor,Mid,Very Large
FIN-000227,52,Female,106356.0,24,Self-Employed,788.0,6,0,6,33492,63959,Debt Consolidation,60,9.48,D,Rent,OH,2020-03-16,0,0.6014,1065.98,0.1203,0.9163,30316.57,3.0,Excellent,Upper-Mid,Very Large
FIN-000228,66,Female,68703.0,6,Employed,429.0,10,4,6,42213,9983,Business,12,7.53,D,Rent,NC,2020-03-16,1,0.1453,831.92,0.1453,0.7597,751.72,3.0,Very Poor,Mid,Medium
FIN-000229,37,Male,128447.0,16,Unemployed,306.0,5,0,1,9369,35897,Medical,60,25.88,C,Mortgage,NC,2020-03-17,0,0.2795,598.28,0.0559,0.3524,46450.72,0.5,Very Poor,Upper-Mid,Very Large
FIN-000230,31,Female,52567.0,29,Self-Employed,609.0,4,2,2,42256,45602,Business,24,15.31,C,Mortgage,IL,2020-03-17,0,0.8675,1900.08,0.4338,1.6714,13963.33,1.0,Fair,Lower-Mid,Very Large
FIN-000231,47,Female,24418.0,1,Self-Employed,772.0,10,5,5,40817,54411,Business,60,22.44,F,Mortgage,FL,2020-03-17,1,2.2283,906.85,0.4457,3.8999,61049.14,2.5,Excellent,Low,Very Large
FIN-000232,24,Female,62164.0,16,Employed,401.0,9,5,1,13357,73742,Vacation,72,6.59,D,Own,OH,2020-03-18,1,1.1862,1024.19,0.1977,1.4011,29157.59,0.5,Very Poor,Mid,Very Large
FIN-000233,43,Female,21986.0,3,Employed,637.0,10,7,1,49001,43126,Vacation,48,5.85,C,Rent,NY,2020-03-18,0,1.9615,898.46,0.4904,4.1903,10091.48,0.5,Fair,Low,Very Large
FIN-000234,43,Female,58593.0,25,Employed,618.0,5,2,5,25470,75043,Vacation,36,16.13,A,Mortgage,FL,2020-03-18,0,1.2808,2084.53,0.4269,1.7154,36313.31,2.5,Fair,Lower-Mid,Very Large
FIN-000235,69,Male,53983.0,13,Employed,812.0,10,3,3,18883,60610,Debt Consolidation,72,11.92,D,Own,NC,2020-03-19,0,1.1228,841.81,0.1871,1.4726,43348.27,1.5,Excellent,Lower-Mid,Very Large
FIN-000236,54,Female,132194.0,7,Unemployed,324.0,11,6,4,1329,28925,Medical,36,4.62,D,Rent,IL,2020-03-19,1,0.2188,803.47,0.0729,0.2289,4009.0,2.0,Very Poor,Upper-Mid,Large
FIN-000237,41,Female,183061.0,4,Unemployed,729.0,6,5,7,27050,41276,Education,48,8.81,F,Rent,MI,2020-03-19,0,0.2255,859.92,0.0564,0.3732,14545.66,3.5,Very Good,Upper-Mid,Very Large
FIN-000238,42,Female,118548.0,4,Employed,442.0,7,4,4,31407,28689,Car,36,9.64,A,Own,OH,2020-03-20,1,0.242,796.92,0.0807,0.5069,8296.86,2.0,Very Poor,Upper-Mid,Large
FIN-000239,21,Male,145605.0,4,Employed,448.0,11,2,7,12538,68942,Education,12,11.28,D,Rent,TX,2020-03-20,1,0.4735,5745.17,0.4735,0.5596,7776.66,3.5,Very Poor,Upper-Mid,Very Large
FIN-000240,52,Male,66887.0,26,Unemployed,354.0,11,5,2,18834,59146,Home Improvement,48,25.12,F,Mortgage,NC,2020-03-20,0,0.8843,1232.21,0.2211,1.1658,59429.9,1.0,Very Poor,Mid,Very Large
FIN-000241,48,Male,174514.0,4,Employed,770.0,1,5,5,46821,20238,Education,48,14.38,C,Own,IL,2020-03-21,0,0.116,421.62,0.029,0.3843,11640.9,2.5,Excellent,Upper-Mid,Large
FIN-000242,38,Female,31243.0,2,Employed,662.0,9,1,6,47303,65424,Car,36,20.47,D,Rent,IL,2020-03-21,1,2.094,1817.33,0.698,3.6081,40176.88,3.0,Good,Lower-Mid,Very Large
FIN-000243,27,Male,20132.0,29,Employed,508.0,8,0,6,42129,29807,Car,72,4.93,F,Mortgage,FL,2020-03-21,1,1.4806,413.99,0.2468,3.5732,8816.91,3.0,Very Poor,Low,Large
FIN-000244,58,Female,166628.0,0,Employed,484.0,11,5,2,29746,79457,Medical,60,23.63,C,Own,GA,2020-03-22,1,0.4769,1324.28,0.0954,0.6554,93878.45,1.0,Very Poor,Upper-Mid,Very Large
FIN-000245,26,Male,84397.0,7,Employed,364.0,5,7,3,39825,16204,Vacation,24,10.15,C,Rent,FL,2020-03-22,1,0.192,675.17,0.096,0.6639,3289.41,1.5,Very Poor,Mid,Large
FIN-000246,34,Male,103290.0,12,Employed,848.0,3,5,2,11631,70245,Education,60,11.76,A,Rent,TX,2020-03-22,0,0.6801,1170.75,0.136,0.7927,41304.06,1.0,Excellent,Upper-Mid,Very Large
FIN-000247,50,Female,184927.0,19,Self-Employed,411.0,5,1,5,43327,43567,Home Improvement,12,5.56,C,Rent,IL,2020-03-23,1,0.2356,3630.58,0.2356,0.4699,2422.33,2.5,Very Poor,Upper-Mid,Very Large
FIN-000248,64,Female,29839.0,5,Self-Employed,562.0,5,6,5,4294,40697,Business,48,14.13,B,Mortgage,NY,2020-03-23,1,1.3639,847.85,0.341,1.5078,23001.94,2.5,Fair,Low,Very Large
FIN-000249,66,Female,194292.0,7,Employed,375.0,9,2,0,42424,6530,Business,48,24.54,A,Rent,FL,2020-03-23,1,0.0336,136.04,0.0084,0.252,6409.85,0.0,Very Poor,Upper-Mid,Medium
FIN-000250,34,Male,99364.0,29,Employed,595.0,7,2,3,46138,29297,Home Improvement,12,13.4,D,Rent,NY,2020-03-24,0,0.2948,2441.42,0.2948,0.7592,3925.8,1.5,Fair,Mid,Large
FIN-000251,64,Male,192150.0,14,Unemployed,477.0,2,1,5,18114,79838,Medical,24,25.85,A,Other,OH,2020-03-24,1,0.4155,3326.58,0.2077,0.5098,41276.25,2.5,Very Poor,Upper-Mid,Very Large
FIN-000252,61,Male,145688.0,9,Self-Employed,300.0,5,1,5,8149,53906,Business,48,24.89,E,Other,PA,2020-03-24,1,0.37,1123.04,0.0925,0.4259,53668.81,2.5,Very Poor,Upper-Mid,Very Large
FIN-000253,29,Male,86430.0,32,Employed,447.0,9,3,3,47246,71251,Medical,60,5.96,C,Mortgage,TX,2020-03-25,0,0.8244,1187.52,0.1649,1.371,21232.8,1.5,Very Poor,Mid,Very Large
