customer_id,age,gender,income_annual,employment_years,employment_status,credit_score,num_credit_accounts,num_hard_inquiries,late_payments_2yr,debt_existing,loan_amount,loan_purpose,loan_term_months,interest_rate,loan_grade,home_ownership,state,application_date,defaulted
FIN-000200,55,Female,191212.0,0,Self-Employed,760.0,9,1,1,12712,57903,Vacation,60,15.7,C,Mortgage,OH,2020-03-07,0
FIN-000201,35,Female,120196.0,2,Self-Employed,691.0,2,0,3,22303,68561,Debt Consolidation,12,21.93,B,Own,GA,2020-03-07,0
FIN-000202,27,Male,107448.0,19,Self-Employed,836.0,6,5,7,46515,28625,Education,36,8.47,C,Own,NC,2020-03-08,0
FIN-000203,33,Male,112334.0,20,Employed,720.0,3,6,7,16004,23481,Vacation,36,18.13,E,Own,CA,2020-03-08,0
FIN-000204,62,Female,95012.0,29,Employed,680.0,5,1,3,20162,24558,Business,72,25.42,C,Rent,MI,2020-03-08,0
FIN-000205,56,Male,79871.0,29,Employed,304.0,2,6,2,41281,36104,Debt Consolidation,36,5.04,A,Rent,PA,2020-03-09,0
FIN-000206,36,Female,136445.0,4,Employed,303.0,4,5,1,28237,58586,Medical,72,20.31,A,Rent,FL,2020-03-09,0
FIN-000207,61,Male,180012.0,9,Retired,615.0,11,6,7,10489,49420,Medical,36,17.46,B,Mortgage,CA,2020-03-09,0
FIN-000208,41,Male,108873.0,23,Employed,377.0,3,5,3,16563,9061,Education,48,26.84,E,Rent,TX,2020-03-10,1
FIN-000209,48,Male,49590.0,5,Employed,830.0,2,7,5,20349,38241,Home Improvement,24,10.58,A,Mortgage,MI,2020-03-10,0
FIN-000210,30,Female,87145.0,9,Self-Employed,654.0,6,1,2,46059,67055,Debt Consolidation,60,24.68,D,Rent,FL,2020-03-10,0
FIN-000211,39,Female,180369.0,9,Retired,332.0,11,0,2,28143,75593,Car,72,11.76,A,Other,CA,2020-03-11,1
FIN-000212,37,Female,178938.0,24,Retired,438.0,3,0,6,48805,49173,Vacation,48,14.6,B,Rent,PA,2020-03-11,1
FIN-000213,21,Female,141909.0,13,Self-Employed,571.0,4,2,7,15685,10289,Car,24,9.51,D,Mortgage,CA,2020-03-11,0
FIN-000214,33,Female,53991.0,12,Employed,495.0,6,0,7,26609,70180,Education,72,24.79,B,Own,NC,2020-03-12,1
FIN-000215,56,Female,21907.0,10,Employed,426.0,5,6,7,41697,7221,Home Improvement,12,9.09,B,Rent,MI,2020-03-12,1
FIN-000216,67,Female,177010.0,10,Employed,648.0,4,7,2,36487,68137,Debt Consolidation,48,24.69,E,Own,NY,2020-03-12,0
FIN-000217,62,Male,96479.0,15,Employed,343.0,4,0,3,49206,47942,Medical,72,15.21,A,Own,CA,2020-03-13,0
FIN-000218,40,Female,156882.0,32,Employed,543.0,2,0,0,11117,26635,Education,48,24.12,C,Own,PA,2020-03-13,0
FIN-000219,61,Female,75600.0,31,Retired,,10,2,1,23041,57763,Debt Consolidation,48,10.72,B,Mortgage,PA,2020-03-13,1
FIN-000220,60,Male,78612.0,9,Retired,378.0,4,7,4,26009,56072,Debt Consolidation,48,7.62,F,Mortgage,OH,2020-03-14,1
FIN-000221,26,Male,57705.0,14,Self-Employed,489.0,8,7,4,44602,12075,Debt Consolidation,12,17.54,D,Mortgage,OH,2020-03-14,1
FIN-000222,43,Male,37615.0,15,Self-Employed,385.0,5,1,7,19678,27378,Home Improvement,36,16.47,A,Mortgage,MI,2020-03-14,1
FIN-000223,62,Male,95475.0,26,Employed,784.0,11,2,1,36623,40084,Debt Consolidation,48,12.88,E,Own,FL,2020-03-15,0
FIN-000224,44,Female,129054.0,31,Employed,570.0,10,6,0,13369,55426,Home Improvement,24,20.08,B,Rent,IL,2020-03-15,0
FIN-000225,69,Female,115490.0,5,Retired,812.0,10,7,6,35519,36584,Home Improvement,36,6.74,A,Rent,NY,2020-03-15,0
FIN-000226,25,Female,86273.0,7,Employed,319.0,8,6,6,28209,36245,Business,12,19.12,C,Own,PA,2020-03-16,1
FIN-000227,52,Female,106356.0,24,Self-Employed,788.0,6,0,6,33492,63959,Debt Consolidation,60,9.48,D,Rent,OH,2020-03-16,0
FIN-000228,66,Female,68703.0,6,Employed,429.0,10,4,6,42213,9983,Business,12,7.53,D,Rent,NC,2020-03-16,1
FIN-000229,37,Male,128447.0,16,Unemployed,306.0,5,0,1,9369,35897,Medical,60,25.88,C,Mortgage,NC,2020-03-17,0
FIN-000230,31,Female,52567.0,29,Self-Employed,609.0,4,2,2,42256,45602,Business,24,15.31,C,Mortgage,IL,2020-03-17,0
FIN-000231,47,Female,24418.0,1,Self-Employed,772.0,10,5,5,40817,54411,Business,60,22.44,F,Mortgage,FL,2020-03-17,1
FIN-000232,24,Female,62164.0,16,Employed,401.0,9,5,1,13357,73742,Vacation,72,6.59,D,Own,OH,2020-03-18,1
FIN-000233,43,Female,21986.0,3,Employed,637.0,10,7,1,49001,43126,Vacation,48,5.85,C,Rent,NY,2020-03-18,0
FIN-000234,43,Female,58593.0,25,Employed,618.0,5,2,5,25470,75043,Vacation,36,16.13,A,Mortgage,FL,2020-03-18,0
FIN-000235,69,Male,53983.0,13,Employed,812.0,10,3,3,18883,60610,Debt Consolidation,72,11.92,D,Own,NC,2020-03-19,0
FIN-000236,54,Female,132194.0,7,Unemployed,324.0,11,6,4,1329,28925,Medical,36,4.62,D,Rent,IL,2020-03-19,1
FIN-000237,41,Female,183061.0,4,Unemployed,729.0,6,5,7,27050,41276,Education,48,8.81,F,Rent,MI,2020-03-19,0
FIN-000238,42,Female,118548.0,4,Employed,442.0,7,4,4,31407,28689,Car,36,9.64,A,Own,OH,2020-03-20,1
FIN-000239,21,Male,145605.0,4,Employed,448.0,11,2,7,12538,68942,Education,12,11.28,D,Rent,TX,2020-03-20,1
FIN-000240,52,Male,66887.0,26,Unemployed,354.0,11,5,2,18834,59146,Home Improvement,48,25.12,F,Mortgage,NC,2020-03-20,0
FIN-000241,48,Male,174514.0,4,Employed,770.0,1,5,5,46821,20238,Education,48,14.38,C,Own,IL,2020-03-21,0
FIN-000242,38,Female,31243.0,2,Employed,662.0,9,1,6,47303,65424,Car,36,20.47,D,Rent,IL,2020-03-21,1
FIN-000243,27,Male,20132.0,29,Employed,508.0,8,0,6,42129,29807,Car,72,4.93,F,Mortgage,FL,2020-03-21,1
FIN-000244,58,Female,166628.0,0,Employed,484.0,11,5,2,29746,79457,Medical,60,23.63,C,Own,GA,2020-03-22,1
FIN-000245,26,Male,84397.0,7,Employed,364.0,5,7,3,39825,16204,Vacation,24,10.15,C,Rent,FL,2020-03-22,1
FIN-000246,34,Male,103290.0,12,Employed,848.0,3,5,2,11631,70245,Education,60,11.76,A,Rent,TX,2020-03-22,0
FIN-000247,50,Female,184927.0,19,Self-Employed,411.0,5,1,5,43327,43567,Home Improvement,12,5.56,C,Rent,IL,2020-03-23,1
FIN-000248,64,Female,29839.0,5,Self-Employed,562.0,5,6,5,4294,40697,Business,48,14.13,B,Mortgage,NY,2020-03-23,1
FIN-000249,66,Female,194292.0,7,Employed,375.0,9,2,0,42424,6530,Business,48,24.54,A,Rent,FL,2020-03-23,1
FIN-000250,34,Male,99364.0,29,Employed,595.0,7,2,3,46138,29297,Home Improvement,12,13.4,D,Rent,NY,2020-03-24,0
FIN-000251,64,Male,192150.0,14,Unemployed,477.0,2,1,5,18114,79838,Medical,24,25.85,A,Other,OH,2020-03-24,1
FIN-000252,61,Male,145688.0,9,Self-Employed,300.0,5,1,5,8149,53906,Business,48,24.89,E,Other,PA,2020-03-24,1
FIN-000253,29,Male,86430.0,32,Employed,447.0,9,3,3,47246,71251,Medical,60,5.96,C,Mortgage,TX,2020-03-25,0
FIN-000254,51,Female,21265.0,8,Employed,428.0,11,0,6,33891,65748,Business,12,11.67,C,Own,GA,2020-03-25,1
FIN-000255,22,Male,173879.0,32,Employed,812.0,2,1,1,23577,45295,Business,48,25.89,B,Mortgage,IL,2020-03-25,0
FIN-000256,38,Other,95501.0,8,Employed,801.0,8,0,6,32175,57464,Education,60,5.2,A,Mortgage,PA,2020-03-26,0
FIN-000257,25,Female,84817.0,13,Retired,448.0,3,5,1,49416,12223,Medical,12,22.5,B,Rent,GA,2020-03-26,0
FIN-000258,46,Female,115948.0,31,Employed,568.0,4,4,0,48134,18421,Car,12,25.8,B,Rent,OH,2020-03-26,0
FIN-000259,43,Other,183301.0,5,Self-Employed,404.0,2,2,6,18413,19066,Home Improvement,12,22.61,E,Rent,NY,2020-03-27,1
FIN-000260,32,Male,183820.0,4,Employed,765.0,9,1,5,39642,26576,Business,24,21.98,D,Mortgage,TX,2020-03-27,0
FIN-000261,34,Male,192345.0,3,Retired,580.0,6,7,3,3766,7140,Vacation,12,24.32,E,Own,NY,2020-03-27,0
FIN-000262,33,Female,74784.0,15,Employed,706.0,9,4,3,41355,64016,Car,72,20.15,D,Own,GA,2020-03-28,0
FIN-000263,55,Male,169162.0,9,Employed,657.0,11,2,7,39824,46378,Debt Consolidation,36,14.44,C,Rent,FL,2020-03-28,0
FIN-000264,67,Female,164446.0,30,Employed,502.0,8,3,1,26056,12370,Car,36,5.97,C,Rent,GA,2020-03-28,0
FIN-000265,35,Other,147247.0,30,Employed,580.0,9,2,6,8299,56750,Vacation,12,23.02,B,Rent,FL,2020-03-29,0
FIN-000266,55,Female,66116.0,13,Employed,,5,1,4,36331,17022,Home Improvement,48,25.77,D,Mortgage,OH,2020-03-29,0
FIN-000267,39,Female,79133.0,12,Employed,393.0,6,7,4,43866,64222,Debt Consolidation,36,16.52,A,Rent,PA,2020-03-29,1
FIN-000268,35,Female,97338.0,3,Employed,623.0,7,4,5,7849,23328,Education,60,17.01,C,Own,MI,2020-03-30,0
FIN-000269,28,Female,187534.0,25,Employed,661.0,5,4,1,13771,7929,Vacation,60,13.98,A,Mortgage,CA,2020-03-30,0
FIN-000270,43,Male,70141.0,23,Employed,650.0,1,7,5,29604,48727,Debt Consolidation,48,24.64,C,Own,GA,2020-03-30,0
FIN-000271,33,Female,105600.0,8,Self-Employed,361.0,9,4,2,6035,73919,Medical,60,4.85,B,Own,PA,2020-03-31,1
FIN-000272,43,Male,161727.0,34,Employed,486.0,2,2,3,15104,57692,Home Improvement,72,19.18,A,Other,TX,2020-03-31,1
FIN-000273,51,Female,61864.0,14,Self-Employed,841.0,7,7,6,7959,54545,Medical,48,25.82,C,Rent,IL,2020-03-31,0
FIN-000274,50,Female,157482.0,23,Retired,603.0,8,0,6,3196,53338,Car,60,6.93,A,Own,TX,2020-04-01,0
FIN-000275,62,Male,121701.0,30,Self-Employed,735.0,8,6,5,36899,64962,Education,12,27.04,A,Mortgage,MI,2020-04-01,0
FIN-000276,22,Male,184750.0,18,Employed,512.0,1,0,0,19459,28161,Home Improvement,60,27.24,B,Own,OH,2020-04-01,0
FIN-000277,31,Male,42970.0,1,Employed,705.0,10,2,6,412,13823,Education,12,26.35,B,Own,MI,2020-04-02,0
FIN-000278,45,Female,,1,Employed,433.0,7,1,4,27734,38089,Business,60,15.37,E,Rent,PA,2020-04-02,1
FIN-000279,49,Female,169579.0,33,Employed,518.0,9,2,5,8674,65850,Home Improvement,60,13.5,C,Mortgage,OH,2020-04-02,1
FIN-000280,42,Female,169307.0,18,Employed,720.0,11,0,2,11151,26053,Vacation,60,21.09,E,Mortgage,PA,2020-04-03,0
FIN-000281,39,Female,67683.0,22,Employed,618.0,11,2,3,36615,22447,Medical,12,11.99,A,Own,MI,2020-04-03,0
FIN-000282,29,Male,141144.0,15,Employed,456.0,3,4,7,8794,8111,Car,60,6.11,B,Mortgage,CA,2020-04-03,1
FIN-000283,61,Female,98399.0,5,Employed,487.0,8,7,6,24358,63820,Debt Consolidation,60,25.68,C,Mortgage,NY,2020-04-04,1
FIN-000284,58,Female,130261.0,25,Employed,775.0,8,7,7,33849,73622,Education,72,19.42,A,Rent,MI,2020-04-04,0
FIN-000285,49,Male,112874.0,21,Employed,461.0,9,1,2,28843,57963,Home Improvement,24,9.37,A,Other,TX,2020-04-04,1
FIN-000286,30,Male,160469.0,23,Employed,428.0,8,6,7,24046,57503,Home Improvement,12,4.93,C,Own,CA,2020-04-05,1
FIN-000287,42,Female,122330.0,20,Employed,603.0,5,1,5,8216,46918,Business,72,21.5,C,Mortgage,CA,2020-04-05,0
FIN-000288,44,Other,49655.0,29,Employed,388.0,5,3,3,8389,76868,Education,36,24.54,B,Mortgage,FL,2020-04-05,0
FIN-000289,28,Female,85446.0,10,Unemployed,461.0,3,6,3,41382,47542,Debt Consolidation,48,14.03,B,Own,CA,2020-04-06,1
FIN-000290,67,Female,63639.0,8,Self-Employed,335.0,6,2,1,17525,73712,Car,24,6.4,D,Own,TX,2020-04-06,1
FIN-000291,26,Male,38830.0,11,Employed,526.0,10,5,1,10245,7416,Home Improvement,72,19.74,A,Rent,CA,2020-04-06,1
FIN-000292,27,Other,28014.0,25,Unemployed,450.0,3,5,7,17504,45436,Home Improvement,72,11.48,E,Rent,PA,2020-04-07,1
FIN-000293,40,Male,194133.0,2,Employed,346.0,2,6,0,12359,79187,Education,60,7.88,E,Own,FL,2020-04-07,1
FIN-000294,37,Female,88752.0,32,Employed,530.0,7,6,0,31648,15486,Education,36,16.49,E,Mortgage,GA,2020-04-07,1
FIN-000295,56,Male,172931.0,14,Employed,838.0,10,6,6,4527,23695,Home Improvement,36,15.82,B,Mortgage,IL,2020-04-08,0
FIN-000296,28,Female,96758.0,4,Unemployed,464.0,3,5,7,45435,6229,Home Improvement,60,16.64,A,Own,MI,2020-04-08,1
FIN-000297,33,Male,169980.0,23,Employed,365.0,4,4,2,26369,72066,Business,72,23.86,E,Rent,IL,2020-04-08,1
FIN-000298,44,Male,179765.0,10,Employed,,11,7,1,6693,47347,Home Improvement,72,15.89,B,Mortgage,GA,2020-04-09,1
FIN-000299,66,Male,109418.0,32,Employed,439.0,10,7,3,37671,6363,Medical,60,25.66,B,Mortgage,MI,2020-04-09,1
FIN-000300,51,Male,164675.0,22,Retired,699.0,8,5,1,32823,50869,Home Improvement,24,24.28,B,Rent,PA,2020-04-09,0
FIN-000301,43,Male,63702.0,9,Employed,429.0,1,2,7,23142,54729,Car,12,19.8,B,Rent,PA,2020-04-10,1
FIN-000302,37,Female,169417.0,27,Employed,745.0,9,7,3,13414,25303,Car,24,5.84,D,Mortgage,NY,2020-04-10,0
FIN-000303,66,Male,42687.0,16,Employed,328.0,6,3,1,35031,77853,Vacation,12,24.83,E,Mortgage,PA,2020-04-10,0
FIN-000304,44,Male,49581.0,25,Unemployed,501.0,2,3,3,28274,8264,Business,36,25.78,D,Own,MI,2020-04-11,1
FIN-000305,63,Male,188465.0,24,Employed,536.0,3,7,7,41250,23315,Debt Consolidation,48,13.31,C,Mortgage,OH,2020-04-11,1
FIN-000306,30,Male,113733.0,11,Self-Employed,638.0,5,2,2,15050,65521,Education,60,16.86,B,Mortgage,TX,2020-04-11,0
FIN-000307,51,Female,28292.0,2,Employed,698.0,11,5,1,18378,29811,Debt Consolidation,24,11.1,C,Rent,NY,2020-04-12,0
FIN-000308,65,Female,127809.0,28,Employed,738.0,6,2,4,17218,38405,Home Improvement,36,4.85,B,Rent,PA,2020-04-12,0
FIN-000309,40,Male,154520.0,23,Employed,588.0,9,6,4,38038,57157,Education,24,15.77,A,Rent,MI,2020-04-12,0
FIN-000310,36,Male,39628.0,18,Employed,,2,7,3,14272,64823,Home Improvement,72,7.54,A,Mortgage,NC,2020-04-13,0
FIN-000311,34,Female,165750.0,12,Unemployed,399.0,5,7,2,14526,24856,Education,12,8.81,C,Rent,NC,2020-04-13,0
FIN-000312,23,Female,189887.0,15,Self-Employed,721.0,7,6,3,14742,51970,Business,60,15.8,A,Rent,GA,2020-04-13,0
FIN-000313,50,Male,46477.0,26,Retired,317.0,11,2,2,42874,55787,Vacation,72,24.88,F,Own,GA,2020-04-14,1
FIN-000314,38,Male,73826.0,5,Self-Employed,770.0,11,6,7,43561,25598,Medical,12,24.35,F,Mortgage,NC,2020-04-14,0
FIN-000315,26,Male,40010.0,9,Employed,306.0,7,0,0,34269,47541,Vacation,72,27.18,A,Own,NC,2020-04-14,1
FIN-000316,40,Male,85146.0,7,Self-Employed,718.0,4,3,1,15295,15652,Medical,12,15.84,B,Mortgage,MI,2020-04-15,0
FIN-000317,55,Male,78133.0,17,Self-Employed,679.0,3,1,2,15553,21963,Medical,12,17.47,D,Rent,NC,2020-04-15,0
FIN-000318,39,Male,60643.0,31,Employed,807.0,8,5,7,44281,37223,Vacation,72,23.82,F,Own,IL,2020-04-15,0
FIN-000319,46,Male,117100.0,16,Employed,413.0,2,5,3,21072,36024,Business,36,20.94,E,Rent,PA,2020-04-16,0
FIN-000320,55,Female,140956.0,1,Employed,810.0,5,0,6,4136,8941,Vacation,60,8.8,B,Mortgage,IL,2020-04-16,0
FIN-000321,32,Female,197759.0,19,Employed,768.0,10,4,6,14705,78923,Debt Consolidation,48,13.86,A,Rent,CA,2020-04-16,0
FIN-000322,28,Female,199065.0,9,Employed,392.0,5,1,0,16403,79060,Education,24,26.34,B,Rent,FL,2020-04-17,1
FIN-000323,57,Female,176150.0,8,Retired,791.0,1,1,6,17416,46617,Debt Consolidation,12,7.93,B,Other,CA,2020-04-17,0
FIN-000324,69,Male,85708.0,24,Unemployed,401.0,7,1,3,41784,59704,Education,60,9.42,B,Own,CA,2020-04-17,1
FIN-000325,30,Male,37270.0,24,Employed,792.0,4,6,4,46715,31025,Home Improvement,24,13.92,D,Rent,NY,2020-04-18,1
FIN-000326,41,Male,113644.0,23,Employed,835.0,10,3,4,19658,48224,Medical,60,26.59,B,Mortgage,OH,2020-04-18,0
FIN-000327,69,Female,101580.0,5,Employed,784.0,2,4,1,11853,18277,Medical,72,7.17,E,Rent,CA,2020-04-18,0
FIN-000328,61,Female,,29,Employed,778.0,8,0,5,28369,53718,Education,24,20.31,B,Own,OH,2020-04-19,0
FIN-000329,65,Female,40752.0,9,Employed,466.0,4,6,1,47121,45995,Debt Consolidation,60,7.6,B,Rent,MI,2020-04-19,0
FIN-000330,62,Male,31621.0,30,Self-Employed,439.0,1,4,6,747,12539,Debt Consolidation,48,16.83,B,Other,MI,2020-04-19,1
FIN-000331,49,Male,62369.0,17,Retired,393.0,8,5,0,43326,37853,Car,60,17.11,B,Rent,CA,2020-04-20,0
FIN-000332,51,Female,92592.0,32,Employed,480.0,11,0,6,48839,31811,Medical,60,5.5,D,Rent,NC,2020-04-20,1
FIN-000333,60,Female,80267.0,18,Employed,303.0,7,6,4,39772,11909,Medical,12,26.92,B,Mortgage,IL,2020-04-20,1
FIN-000334,27,Male,106873.0,22,Employed,688.0,3,3,7,17351,58433,Debt Consolidation,12,23.46,E,Mortgage,PA,2020-04-21,0
FIN-000335,54,Female,144790.0,4,Employed,571.0,3,5,2,48409,51084,Medical,12,11.62,F,Mortgage,NC,2020-04-21,0
FIN-000336,54,Male,34245.0,25,Employed,431.0,7,4,4,3547,78569,Debt Consolidation,72,7.57,E,Mortgage,NY,2020-04-21,1
FIN-000337,50,Female,52676.0,28,Unemployed,811.0,2,1,5,32711,61816,Car,60,12.62,C,Rent,NY,2020-04-22,0
FIN-000338,24,Male,133982.0,23,Retired,351.0,5,7,1,29011,15748,Education,48,25.52,C,Rent,IL,2020-04-22,1
FIN-000339,61,Female,152424.0,5,Retired,589.0,7,4,3,19182,75602,Education,24,7.62,B,Rent,OH,2020-04-22,0
FIN-000340,50,Female,25243.0,3,Unemployed,745.0,6,5,6,35783,67465,Car,12,12.71,C,Mortgage,NY,2020-04-23,1
FIN-000341,45,Other,196405.0,25,Retired,536.0,10,6,0,2023,54408,Medical,36,16.12,F,Mortgage,FL,2020-04-23,0
FIN-000342,34,Female,79484.0,14,Retired,790.0,7,6,5,8592,16998,Vacation,60,5.27,A,Mortgage,TX,2020-04-23,0
FIN-000343,44,Female,104926.0,12,Self-Employed,579.0,2,3,4,31109,18764,Home Improvement,48,10.8,D,Rent,NC,2020-04-24,0
FIN-000344,63,Male,113730.0,21,Employed,343.0,7,3,2,20816,50379,Medical,48,18.5,E,Own,MI,2020-04-24,1
FIN-000345,51,Male,69974.0,12,Employed,658.0,2,3,5,26499,64588,Debt Consolidation,12,12.11,F,Rent,NC,2020-04-24,0
FIN-000346,59,Male,116383.0,16,Employed,825.0,7,0,7,25944,67398,Business,72,24.96,B,Mortgage,TX,2020-04-25,0
FIN-000347,48,Male,85702.0,24,Employed,761.0,8,7,7,32262,52210,Home Improvement,12,26.51,B,Mortgage,IL,2020-04-25,0
FIN-000348,45,Male,172382.0,33,Unemployed,400.0,10,4,2,43280,49560,Car,72,14.88,B,Rent,CA,2020-04-25,0
FIN-000349,39,Female,130827.0,20,Employed,760.0,8,1,2,36092,74201,Education,36,17.0,D,Other,GA,2020-04-26,0
FIN-000350,24,Male,168511.0,24,Employed,567.0,5,6,0,18261,21734,Education,36,19.32,A,Rent,PA,2020-04-26,0
FIN-000351,54,Male,152326.0,24,Employed,661.0,7,1,7,43647,79376,Vacation,12,20.12,B,Own,MI,2020-04-26,0
FIN-000352,52,Female,24286.0,21,Employed,707.0,11,2,2,36443,77580,Medical,24,5.99,B,Mortgage,MI,2020-04-27,0
FIN-000353,45,Female,89543.0,22,Employed,336.0,8,3,2,23345,7063,Education,12,5.76,B,Own,TX,2020-04-27,1
FIN-000354,42,Female,34992.0,24,Employed,767.0,4,5,7,10111,27313,Medical,12,24.84,B,Other,TX,2020-04-27,1
FIN-000355,48,Female,82052.0,13,Employed,558.0,2,1,4,16389,32087,Vacation,48,9.67,C,Mortgage,MI,2020-04-28,0
FIN-000356,38,Male,160795.0,13,Employed,808.0,7,3,0,38301,50779,Vacation,12,18.23,E,Rent,IL,2020-04-28,0
FIN-000357,27,Male,113640.0,25,Employed,608.0,1,1,7,9713,45181,Debt Consolidation,12,19.18,B,Rent,OH,2020-04-28,0
FIN-000358,31,Female,85183.0,29,Employed,572.0,2,4,7,37943,23205,Debt Consolidation,12,8.36,D,Rent,NC,2020-04-29,0
FIN-000359,62,Male,165662.0,25,Self-Employed,409.0,10,2,3,36646,17464,Car,24,22.4,C,Own,NC,2020-04-29,1
FIN-000360,31,Female,101174.0,21,Employed,559.0,7,3,7,19853,32132,Business,48,24.85,A,Own,PA,2020-04-29,0
FIN-000361,29,Male,65002.0,33,Employed,567.0,10,0,3,9013,55737,Debt Consolidation,60,11.21,D,Rent,TX,2020-04-30,0
FIN-000362,55,Female,197851.0,24,Self-Employed,331.0,1,0,2,3093,74285,Medical,60,25.13,A,Rent,PA,2020-04-30,0
FIN-000363,57,Female,163088.0,12,Employed,476.0,7,7,5,47544,69549,Education,60,6.4,D,Other,CA,2020-04-30,1
FIN-000364,43,Female,199255.0,28,Employed,403.0,5,1,7,11304,40306,Debt Consolidation,60,23.31,D,Own,TX,2020-05-01,1
FIN-000365,53,Male,155816.0,8,Retired,535.0,11,6,1,32521,30592,Debt Consolidation,48,19.54,C,Rent,NY,2020-05-01,0
FIN-000366,21,Female,130269.0,14,Employed,,3,4,0,26881,49758,Medical,12,18.2,B,Mortgage,IL,2020-05-01,1
FIN-000367,40,Female,119306.0,30,Employed,500.0,11,5,6,40386,11577,Vacation,60,9.91,C,Mortgage,MI,2020-05-02,1
FIN-000368,25,Male,197429.0,26,Unemployed,334.0,2,7,1,30767,13263,Debt Consolidation,12,13.0,D,Rent,CA,2020-05-02,1
FIN-000369,49,Female,50239.0,30,Retired,,7,7,0,40745,13072,Education,60,25.89,C,Mortgage,MI,2020-05-02,0
FIN-000370,46,Male,116001.0,9,Employed,757.0,9,6,0,35318,65814,Business,24,15.44,D,Mortgage,IL,2020-05-03,0
FIN-000371,58,Male,163994.0,6,Unemployed,770.0,9,3,4,33993,50306,Education,12,18.47,C,Mortgage,IL,2020-05-03,0
FIN-000372,23,Male,151156.0,31,Unemployed,698.0,10,2,7,16011,10691,Vacation,48,26.49,B,Mortgage,FL,2020-05-03,0
FIN-000373,41,Female,,10,Employed,416.0,10,7,2,27132,6953,Business,72,15.46,A,Mortgage,NY,2020-05-04,0
FIN-000374,33,Female,131319.0,27,Self-Employed,661.0,8,7,4,41613,75499,Education,24,13.62,C,Mortgage,OH,2020-05-04,0
FIN-000375,51,Female,80631.0,3,Employed,503.0,2,4,7,40221,42759,Vacation,72,25.49,D,Mortgage,OH,2020-05-04,1
FIN-000376,37,Female,35373.0,30,Employed,445.0,1,1,5,9531,25185,Education,24,25.91,A,Other,CA,2020-05-05,1
FIN-000377,55,Female,25156.0,28,Self-Employed,743.0,8,4,6,4556,78983,Home Improvement,48,12.83,A,Rent,OH,2020-05-05,1
FIN-000378,43,Male,189623.0,32,Employed,596.0,2,2,1,2717,39699,Vacation,24,18.41,A,Rent,NY,2020-05-05,0
FIN-000379,23,Male,58463.0,3,Unemployed,786.0,4,4,1,36160,78490,Education,12,27.15,C,Own,NY,2020-05-06,0
FIN-000380,65,Male,130661.0,25,Unemployed,530.0,4,3,3,24538,58739,Vacation,36,5.8,C,Own,PA,2020-05-06,1
FIN-000381,22,Male,69305.0,30,Retired,502.0,2,7,5,46254,60631,Vacation,36,5.44,C,Rent,PA,2020-05-06,1
FIN-000382,23,Female,160725.0,30,Employed,661.0,4,1,6,42022,22945,Home Improvement,60,16.64,B,Own,FL,2020-05-07,0
FIN-000383,40,Female,43068.0,26,Employed,694.0,7,2,5,38890,43294,Education,60,11.34,B,Mortgage,IL,2020-05-07,0
FIN-000384,68,Male,185859.0,24,Unemployed,547.0,6,7,7,43492,17920,Vacation,12,18.17,D,Own,NY,2020-05-07,1
FIN-000385,64,Male,176745.0,30,Employed,739.0,10,1,4,9800,58609,Vacation,48,21.52,A,Mortgage,NY,2020-05-08,0
FIN-000386,29,Female,167227.0,22,Employed,695.0,6,5,7,39407,76096,Education,12,6.12,B,Rent,NC,2020-05-08,0
FIN-000387,68,Male,20570.0,34,Unemployed,655.0,4,7,4,23402,67358,Medical,60,25.24,C,Rent,IL,2020-05-08,1
FIN-000388,24,Female,126226.0,3,Employed,700.0,2,3,5,27224,29265,Business,24,11.01,E,Other,CA,2020-05-09,0
FIN-000389,45,Male,101736.0,27,Employed,540.0,5,2,4,46213,78251,Education,72,13.46,B,Rent,NC,2020-05-09,1
FIN-000390,21,Female,162841.0,12,Employed,640.0,11,5,3,4750,14438,Debt Consolidation,12,12.42,E,Rent,MI,2020-05-09,0
FIN-000391,59,Female,58921.0,0,Employed,528.0,3,5,7,13820,75779,Education,12,24.24,A,Mortgage,PA,2020-05-10,1
FIN-000392,32,Female,170147.0,11,Employed,842.0,3,5,6,35422,33629,Car,48,8.51,A,Own,NC,2020-05-10,0
FIN-000393,60,Female,109589.0,25,Employed,838.0,4,2,6,49307,67442,Medical,60,5.17,C,Rent,OH,2020-05-10,0
FIN-000394,60,Female,30301.0,22,Employed,828.0,11,1,4,35837,9085,Medical,12,27.34,D,Own,MI,2020-05-11,1
FIN-000395,44,Female,144798.0,21,Unemployed,,11,4,4,18347,29513,Education,24,27.54,B,Rent,MI,2020-05-11,0
FIN-000396,29,Male,199431.0,27,Employed,428.0,5,4,6,20978,65084,Car,72,10.56,C,Mortgage,OH,2020-05-11,1
FIN-000397,66,Male,75119.0,16,Self-Employed,519.0,11,5,5,13713,68605,Vacation,24,4.72,A,Rent,IL,2020-05-12,1
FIN-000398,40,Female,89191.0,5,Employed,381.0,2,0,6,40431,66666,Business,36,19.68,C,Rent,OH,2020-05-12,1
FIN-000399,25,Male,36347.0,13,Self-Employed,319.0,6,0,5,31207,73412,Education,60,19.74,B,Mortgage,MI,2020-05-12,1
FIN-000400,40,Male,141359.0,16,Retired,626.0,6,2,4,6303,56178,Debt Consolidation,24,26.6,C,Rent,FL,2020-05-13,0
