order_id,customer_id,customer_name,region,product,category,quantity,unit_price,discount_pct,order_date,ship_date,sales_rep,channel,returned,customer_rating,ship_days,revenue,month,quarter
ORD-00157,CUST-077,FusionWorks,Unknown,Smartphone SE,Computers,6,199.99,0.0,2022-06-06,2022-06-09,Dave Brown,Direct Sales,False,5.0,3,1199.94,2022-06,2022Q2
ORD-00158,CUST-051,GlobalEdge,South,Keyboard,Mobile,13,999.99,5.0,2022-06-07,2022-06-13,Alice Johnson,Direct Sales,False,1.0,6,12349.8765,2022-06,2022Q2
ORD-00159,CUST-063,JetStream,East,Tablet Max,Wearables,1,199.99,20.0,2022-06-08,2022-06-15,Carol White,In-Store,False,4.0,7,159.99200000000002,2022-06,2022Q2
ORD-00160,CUST-096,JetStream,South,Laptop Lite,Computers,1,399.99,15.0,2022-06-09,2022-06-15,Bob Smith,In-Store,False,3.0,6,339.9915,2022-06,2022Q2
ORD-00161,CUST-052,CloudNine,North,Smartphone SE,Mobile,6,149.99,5.0,2022-06-10,2022-06-14,Dave Brown,Partner,False,3.0,4,854.943,2022-06,2022Q2
ORD-00162,CUST-096,GlobalEdge,East,Laptop Lite,Wearables,4,399.99,0.0,2022-06-11,2022-06-14,Carol White,Partner,False,2.0,3,1599.96,2022-06,2022Q2
ORD-00163,CUST-004,CloudNine,East,Laptop Lite,Computers,4,2499.99,5.0,2022-06-12,2022-06-17,Alice Johnson,Partner,False,3.0,5,9499.962,2022-06,2022Q2
ORD-00164,CUST-094,BrightTech,South,Smartphone SE,Accessories,11,299.99,15.0,2022-06-13,2022-06-14,Eve Davis,Online,False,4.0,1,2804.9065,2022-06,2022Q2
ORD-00165,CUST-023,JetStream,East,Tablet Mini,Wearables,6,2499.99,0.0,2022-06-14,2022-06-21,Eve Davis,Online,True,4.0,7,14999.939999999999,2022-06,2022Q2
ORD-00166,CUST-015,DeltaLogic,Unknown,Smartwatch,Computers,14,399.99,15.0,2022-06-15,2022-06-16,Alice Johnson,In-Store,False,4.0,1,4759.881,2022-06,2022Q2
ORD-00167,CUST-043,HorizonAI,East,Keyboard,Wearables,12,149.99,20.0,2022-06-16,2022-06-22,Alice Johnson,Online,False,4.0,6,1439.9040000000002,2022-06,2022Q2
ORD-00168,CUST-029,InnovateCo,West,Smartphone X,Wearables,11,1299.99,10.0,2022-06-17,2022-06-18,Eve Davis,Partner,False,5.0,1,12869.901,2022-06,2022Q2
ORD-00169,CUST-036,GlobalEdge,West,Smartphone X,Wearables,7,599.99,20.0,2022-06-18,2022-06-21,Carol White,Partner,False,5.0,3,3359.9440000000004,2022-06,2022Q2
ORD-00170,CUST-013,Acme Corp,Unknown,Keyboard,Wearables,9,299.99,15.0,2022-06-19,2022-06-22,Eve Davis,Online,False,4.0,3,2294.9235,2022-06,2022Q2
ORD-00171,CUST-032,CloudNine,East,Tablet Mini,Wearables,10,149.99,5.0,2022-06-20,2022-06-22,Alice Johnson,Direct Sales,False,4.0,2,1424.905,2022-06,2022Q2
ORD-00172,CUST-071,InnovateCo,West,Smartphone X,Wearables,5,299.99,10.0,2022-06-21,2022-06-28,Dave Brown,In-Store,False,2.0,7,1349.9550000000002,2022-06,2022Q2
ORD-00173,CUST-059,Acme Corp,Unknown,Laptop Lite,Computers,9,999.99,20.0,2022-06-22,2022-06-24,Bob Smith,Direct Sales,True,,2,7199.928,2022-06,2022Q2
ORD-00174,CUST-086,InnovateCo,Unknown,Headphones,Accessories,4,299.99,0.0,2022-06-23,2022-06-24,Dave Brown,In-Store,False,2.0,1,1199.96,2022-06,2022Q2
ORD-00175,CUST-028,HorizonAI,North,Tablet Max,Mobile,13,999.99,20.0,2022-06-24,2022-06-29,Dave Brown,Direct Sales,False,4.0,5,10399.896,2022-06,2022Q2
ORD-00176,CUST-066,Acme Corp,South,Laptop Pro,Wearables,10,299.99,0.0,2022-06-25,2022-06-27,Alice Johnson,Online,False,4.0,2,2999.9,2022-06,2022Q2
ORD-00178,CUST-045,EagleEye,North,Keyboard,Computers,3,299.99,20.0,2022-06-27,2022-06-30,Carol White,In-Store,False,3.0,3,719.9760000000001,2022-06,2022Q2
ORD-00179,CUST-062,FusionWorks,East,Headphones,Wearables,13,149.99,0.0,2022-06-28,2022-07-03,Dave Brown,In-Store,False,5.0,5,1949.8700000000001,2022-06,2022Q2
ORD-00181,CUST-006,EagleEye,West,Smartwatch,Mobile,1,299.99,5.0,2022-06-30,2022-07-01,Carol White,Partner,False,5.0,1,284.9905,2022-06,2022Q2
ORD-00182,CUST-028,FusionWorks,North,Keyboard,Wearables,14,199.99,25.0,2022-07-01,2022-07-03,Dave Brown,Direct Sales,False,2.0,2,2099.895,2022-07,2022Q3
ORD-00183,CUST-028,EagleEye,Unknown,Laptop Lite,Computers,14,2499.99,0.0,2022-07-02,2022-07-07,Carol White,Online,False,2.0,5,34999.86,2022-07,2022Q3
ORD-00184,CUST-044,EagleEye,East,Smartwatch,Accessories,6,149.99,25.0,2022-07-03,2022-07-10,Eve Davis,Partner,False,5.0,7,674.955,2022-07,2022Q3
ORD-00185,CUST-084,DeltaLogic,West,Tablet Max,Mobile,13,999.99,0.0,2022-07-04,2022-07-09,Bob Smith,In-Store,False,3.0,5,12999.87,2022-07,2022Q3
ORD-00186,CUST-030,CloudNine,Unknown,Tablet Max,Mobile,6,299.99,0.0,2022-07-05,2022-07-06,Eve Davis,Partner,False,5.0,1,1799.94,2022-07,2022Q3
ORD-00187,CUST-062,CloudNine,East,Tablet Mini,Wearables,1,199.99,0.0,2022-07-06,2022-07-11,Alice Johnson,Online,False,4.0,5,199.99,2022-07,2022Q3
ORD-00188,CUST-075,DeltaLogic,South,Monitor,Accessories,11,299.99,5.0,2022-07-07,2022-07-12,Carol White,Partner,False,2.0,5,3134.8955,2022-07,2022Q3
ORD-00189,CUST-092,InnovateCo,West,Tablet Mini,Accessories,13,1299.99,10.0,2022-07-08,2022-07-13,Bob Smith,In-Store,False,,5,15209.883,2022-07,2022Q3
ORD-00190,CUST-089,BrightTech,South,Headphones,Accessories,3,399.99,5.0,2022-07-09,2022-07-16,Carol White,Direct Sales,False,3.0,7,1139.9714999999999,2022-07,2022Q3
ORD-00191,CUST-062,InnovateCo,North,Smartwatch,Accessories,5,399.99,10.0,2022-07-10,2022-07-12,Carol White,In-Store,False,5.0,2,1799.9550000000002,2022-07,2022Q3
ORD-00192,CUST-097,Acme Corp,West,Monitor,Computers,3,149.99,0.0,2022-07-11,2022-07-12,Dave Brown,Online,False,3.0,1,449.97,2022-07,2022Q3
ORD-00193,CUST-001,Acme Corp,South,Smartphone SE,Accessories,10,599.99,0.0,2022-07-12,2022-07-19,Alice Johnson,Direct Sales,False,5.0,7,5999.9,2022-07,2022Q3
ORD-00194,CUST-027,EagleEye,West,Laptop Lite,Mobile,3,599.99,0.0,2022-07-13,2022-07-18,Carol White,Partner,False,1.0,5,1799.97,2022-07,2022Q3
ORD-00195,CUST-062,FusionWorks,South,Smartwatch,Mobile,14,299.99,5.0,2022-07-14,2022-07-19,Eve Davis,Partner,False,4.0,5,3989.867,2022-07,2022Q3
ORD-00196,CUST-077,FusionWorks,Unknown,Tablet Mini,Computers,10,599.99,0.0,2022-07-15,2022-07-17,Eve Davis,Partner,False,5.0,2,5999.9,2022-07,2022Q3
ORD-00197,CUST-003,CloudNine,North,Laptop Pro,Mobile,3,299.99,10.0,2022-07-16,2022-07-17,Dave Brown,Direct Sales,False,,1,809.9730000000001,2022-07,2022Q3
ORD-00198,CUST-070,GlobalEdge,Unknown,Monitor,Mobile,5,299.99,0.0,2022-07-17,2022-07-20,Alice Johnson,In-Store,False,5.0,3,1499.95,2022-07,2022Q3
ORD-00199,CUST-072,InnovateCo,West,Monitor,Accessories,13,149.99,5.0,2022-07-18,2022-07-25,Alice Johnson,Direct Sales,True,5.0,7,1852.3765,2022-07,2022Q3
ORD-00200,CUST-027,JetStream,North,Laptop Lite,Mobile,5,399.99,10.0,2022-07-19,2022-07-21,Eve Davis,Direct Sales,False,5.0,2,1799.9550000000002,2022-07,2022Q3
ORD-00201,CUST-009,HorizonAI,East,Smartphone X,Computers,4,399.99,5.0,2022-07-20,2022-07-21,Bob Smith,Online,False,3.0,1,1519.962,2022-07,2022Q3
ORD-00202,CUST-062,FusionWorks,Unknown,Tablet Max,Accessories,1,1299.99,20.0,2022-07-21,2022-07-28,Dave Brown,Direct Sales,False,4.0,7,1039.992,2022-07,2022Q3
ORD-00203,CUST-037,HorizonAI,East,Tablet Max,Wearables,5,1299.99,25.0,2022-07-22,2022-07-27,Dave Brown,Partner,False,4.0,5,4874.9625,2022-07,2022Q3
ORD-00204,CUST-097,EagleEye,North,Laptop Pro,Accessories,10,1299.99,20.0,2022-07-23,2022-07-24,Eve Davis,In-Store,False,4.0,1,10399.92,2022-07,2022Q3
ORD-00205,CUST-051,HorizonAI,East,Headphones,Computers,5,1299.99,0.0,2022-07-24,2022-07-25,Eve Davis,In-Store,False,4.0,1,6499.95,2022-07,2022Q3
ORD-00206,CUST-044,JetStream,East,Headphones,Accessories,4,299.99,0.0,2022-07-25,2022-07-31,Bob Smith,In-Store,False,4.0,6,1199.96,2022-07,2022Q3
ORD-00207,CUST-024,DeltaLogic,West,Smartphone SE,Accessories,6,299.99,20.0,2022-07-26,2022-07-27,Bob Smith,Partner,False,3.0,1,1439.9520000000002,2022-07,2022Q3
ORD-00208,CUST-079,JetStream,West,Smartwatch,Computers,10,399.99,15.0,2022-07-27,2022-07-30,Alice Johnson,Partner,True,5.0,3,3399.915,2022-07,2022Q3
ORD-00209,CUST-059,HorizonAI,South,Keyboard,Accessories,4,199.99,0.0,2022-07-28,2022-07-29,Dave Brown,Partner,False,3.0,1,799.96,2022-07,2022Q3
ORD-00211,CUST-096,BrightTech,East,Tablet Mini,Computers,7,199.99,0.0,2022-07-30,2022-08-04,Eve Davis,Partner,False,4.0,5,1399.93,2022-07,2022Q3
ORD-00212,CUST-088,EagleEye,South,Keyboard,Wearables,7,299.99,10.0,2022-07-31,2022-08-03,Alice Johnson,Direct Sales,False,5.0,3,1889.9370000000004,2022-07,2022Q3
ORD-00213,CUST-052,InnovateCo,North,Keyboard,Mobile,2,399.99,0.0,2022-08-01,2022-08-08,Dave Brown,Partner,False,5.0,7,799.98,2022-08,2022Q3
ORD-00214,CUST-062,DeltaLogic,Unknown,Monitor,Mobile,3,599.99,5.0,2022-08-02,2022-08-07,Alice Johnson,Partner,False,5.0,5,1709.9714999999999,2022-08,2022Q3
ORD-00215,CUST-058,FusionWorks,West,Laptop Pro,Accessories,1,1299.99,15.0,2022-08-03,2022-08-08,Alice Johnson,Partner,False,3.0,5,1104.9915,2022-08,2022Q3
ORD-00216,CUST-052,Acme Corp,West,Tablet Max,Accessories,8,599.99,10.0,2022-08-04,2022-08-07,Eve Davis,Partner,False,4.0,3,4319.928,2022-08,2022Q3
ORD-00217,CUST-012,InnovateCo,West,Smartphone SE,Wearables,9,149.99,5.0,2022-08-05,2022-08-07,Alice Johnson,In-Store,True,2.0,2,1282.4145,2022-08,2022Q3
ORD-00218,CUST-039,Acme Corp,East,Headphones,Wearables,4,199.99,5.0,2022-08-06,2022-08-10,Bob Smith,Partner,False,4.0,4,759.962,2022-08,2022Q3
ORD-00219,CUST-002,EagleEye,West,Laptop Pro,Wearables,6,999.99,20.0,2022-08-07,2022-08-08,Bob Smith,Direct Sales,False,4.0,1,4799.952,2022-08,2022Q3
ORD-00220,CUST-003,DeltaLogic,East,Monitor,Computers,9,399.99,0.0,2022-08-08,2022-08-14,Carol White,Direct Sales,False,1.0,6,3599.91,2022-08,2022Q3
ORD-00221,CUST-056,CloudNine,North,Tablet Mini,Wearables,6,199.99,5.0,2022-08-09,2022-08-13,Eve Davis,Direct Sales,False,3.0,4,1139.943,2022-08,2022Q3
ORD-00222,CUST-081,FusionWorks,South,Smartphone SE,Wearables,14,2499.99,25.0,2022-08-10,2022-08-11,Carol White,Online,False,,1,26249.895,2022-08,2022Q3
ORD-00223,CUST-059,BrightTech,East,Monitor,Accessories,12,599.99,20.0,2022-08-11,2022-08-12,Bob Smith,In-Store,True,,1,5759.904,2022-08,2022Q3
ORD-00224,CUST-002,CloudNine,West,Tablet Max,Wearables,12,149.99,5.0,2022-08-12,2022-08-17,Carol White,Partner,False,4.0,5,1709.886,2022-08,2022Q3
ORD-00225,CUST-002,EagleEye,North,Tablet Max,Computers,12,599.99,15.0,2022-08-13,2022-08-14,Eve Davis,Online,False,1.0,1,6119.898,2022-08,2022Q3
ORD-00226,CUST-092,InnovateCo,North,Tablet Max,Computers,9,2499.99,20.0,2022-08-14,2022-08-20,Eve Davis,Partner,False,3.0,6,17999.927999999996,2022-08,2022Q3
ORD-00227,CUST-054,BrightTech,South,Laptop Pro,Accessories,4,399.99,25.0,2022-08-15,2022-08-16,Alice Johnson,Online,False,4.0,1,1199.97,2022-08,2022Q3
ORD-00228,CUST-087,JetStream,South,Laptop Pro,Wearables,8,149.99,10.0,2022-08-16,2022-08-19,Dave Brown,Online,False,,3,1079.928,2022-08,2022Q3
ORD-00229,CUST-096,HorizonAI,West,Headphones,Wearables,9,399.99,0.0,2022-08-17,2022-08-21,Alice Johnson,Direct Sales,False,3.0,4,3599.91,2022-08,2022Q3
ORD-00230,CUST-097,BrightTech,South,Headphones,Computers,4,999.99,0.0,2022-08-18,2022-08-21,Eve Davis,Direct Sales,False,5.0,3,3999.96,2022-08,2022Q3
ORD-00231,CUST-001,EagleEye,East,Tablet Mini,Wearables,5,599.99,0.0,2022-08-19,2022-08-25,Bob Smith,Online,False,2.0,6,2999.95,2022-08,2022Q3
ORD-00232,CUST-019,GlobalEdge,East,Smartphone SE,Wearables,14,399.99,10.0,2022-08-20,2022-08-21,Bob Smith,Direct Sales,False,,1,5039.874000000001,2022-08,2022Q3
ORD-00233,CUST-002,HorizonAI,East,Laptop Lite,Wearables,8,399.99,0.0,2022-08-21,2022-08-28,Alice Johnson,Online,False,4.0,7,3199.92,2022-08,2022Q3
ORD-00234,CUST-053,Acme Corp,West,Laptop Lite,Mobile,12,199.99,10.0,2022-08-22,2022-08-28,Eve Davis,In-Store,False,5.0,6,2159.8920000000003,2022-08,2022Q3
ORD-00235,CUST-044,FusionWorks,South,Monitor,Accessories,10,1299.99,5.0,2022-08-23,2022-08-28,Bob Smith,Direct Sales,False,4.0,5,12349.904999999999,2022-08,2022Q3
ORD-00236,CUST-090,Acme Corp,West,Tablet Max,Mobile,14,149.99,0.0,2022-08-24,2022-08-27,Eve Davis,Direct Sales,False,5.0,3,2099.86,2022-08,2022Q3
ORD-00237,CUST-032,BrightTech,South,Smartphone SE,Accessories,6,2499.99,20.0,2022-08-25,2022-08-28,Bob Smith,Direct Sales,False,3.0,3,11999.952,2022-08,2022Q3
ORD-00238,CUST-070,Acme Corp,South,Keyboard,Computers,12,599.99,5.0,2022-08-26,2022-08-28,Eve Davis,In-Store,False,3.0,2,6839.8859999999995,2022-08,2022Q3
ORD-00239,CUST-032,EagleEye,Unknown,Laptop Pro,Wearables,7,2499.99,0.0,2022-08-27,2022-08-28,Carol White,Online,False,,1,17499.93,2022-08,2022Q3
ORD-00240,CUST-068,JetStream,North,Smartwatch,Accessories,3,599.99,20.0,2022-08-28,2022-09-02,Eve Davis,Partner,False,5.0,5,1439.976,2022-08,2022Q3
ORD-00241,CUST-055,InnovateCo,North,Smartphone X,Mobile,7,399.99,0.0,2022-08-29,2022-09-05,Eve Davis,Direct Sales,False,5.0,7,2799.9300000000003,2022-08,2022Q3
ORD-00242,CUST-075,FusionWorks,West,Tablet Mini,Wearables,12,399.99,15.0,2022-08-30,2022-09-02,Alice Johnson,Online,True,5.0,3,4079.898,2022-08,2022Q3
ORD-00243,CUST-056,Acme Corp,North,Tablet Max,Computers,14,1299.99,15.0,2022-08-31,2022-09-03,Carol White,In-Store,False,5.0,3,15469.881,2022-08,2022Q3
ORD-00244,CUST-017,Acme Corp,West,Tablet Max,Accessories,8,299.99,5.0,2022-09-01,2022-09-06,Dave Brown,Partner,False,2.0,5,2279.924,2022-09,2022Q3
ORD-00245,CUST-038,BrightTech,South,Tablet Max,Accessories,10,2499.99,20.0,2022-09-02,2022-09-08,Alice Johnson,Direct Sales,False,4.0,6,19999.92,2022-09,2022Q3
ORD-00246,CUST-024,InnovateCo,Unknown,Laptop Pro,Accessories,6,199.99,10.0,2022-09-03,2022-09-09,Dave Brown,In-Store,False,4.0,6,1079.9460000000001,2022-09,2022Q3
ORD-00247,CUST-069,CloudNine,West,Laptop Pro,Wearables,10,149.99,5.0,2022-09-04,2022-09-05,Bob Smith,In-Store,False,5.0,1,1424.905,2022-09,2022Q3
ORD-00248,CUST-098,Acme Corp,East,Smartphone X,Mobile,9,599.99,0.0,2022-09-05,2022-09-07,Dave Brown,Partner,False,4.0,2,5399.91,2022-09,2022Q3
ORD-00249,CUST-070,EagleEye,Unknown,Keyboard,Mobile,13,399.99,0.0,2022-09-06,2022-09-09,Eve Davis,Online,False,3.0,3,5199.87,2022-09,2022Q3
ORD-00250,CUST-086,GlobalEdge,South,Smartphone SE,Accessories,6,599.99,25.0,2022-09-07,2022-09-09,Dave Brown,Direct Sales,False,5.0,2,2699.955,2022-09,2022Q3
ORD-00251,CUST-011,FusionWorks,Unknown,Tablet Max,Computers,12,2499.99,5.0,2022-09-08,2022-09-14,Alice Johnson,Direct Sales,False,5.0,6,28499.885999999995,2022-09,2022Q3
ORD-00252,CUST-016,Acme Corp,North,Laptop Lite,Computers,9,599.99,10.0,2022-09-09,2022-09-15,Alice Johnson,Online,False,4.0,6,4859.919,2022-09,2022Q3
ORD-00253,CUST-097,EagleEye,East,Headphones,Mobile,13,199.99,10.0,2022-09-10,2022-09-14,Dave Brown,Online,False,3.0,4,2339.883,2022-09,2022Q3
ORD-00254,CUST-073,EagleEye,South,Laptop Lite,Computers,4,399.99,10.0,2022-09-11,2022-09-18,Alice Johnson,Online,True,3.0,7,1439.9640000000002,2022-09,2022Q3
ORD-00255,CUST-059,FusionWorks,East,Monitor,Mobile,8,1299.99,0.0,2022-09-12,2022-09-13,Alice Johnson,Partner,False,3.0,1,10399.92,2022-09,2022Q3
ORD-00256,CUST-070,CloudNine,North,Laptop Lite,Accessories,11,199.99,5.0,2022-09-13,2022-09-17,Dave Brown,Partner,False,4.0,4,2089.8955,2022-09,2022Q3
ORD-00257,CUST-080,EagleEye,West,Monitor,Mobile,4,399.99,15.0,2022-09-14,2022-09-21,Carol White,Direct Sales,False,5.0,7,1359.966,2022-09,2022Q3
ORD-00258,CUST-093,GlobalEdge,West,Smartwatch,Mobile,2,199.99,0.0,2022-09-15,2022-09-19,Carol White,Partner,False,5.0,4,399.98,2022-09,2022Q3
ORD-00259,CUST-003,EagleEye,Unknown,Headphones,Accessories,10,399.99,0.0,2022-09-16,2022-09-20,Bob Smith,In-Store,False,5.0,4,3999.9,2022-09,2022Q3
ORD-00260,CUST-020,EagleEye,North,Laptop Lite,Computers,11,399.99,0.0,2022-09-17,2022-09-18,Alice Johnson,Direct Sales,False,4.0,1,4399.89,2022-09,2022Q3
ORD-00261,CUST-059,EagleEye,East,Smartwatch,Mobile,9,1299.99,5.0,2022-09-18,2022-09-19,Dave Brown,Partner,False,5.0,1,11114.914499999999,2022-09,2022Q3
ORD-00264,CUST-090,CloudNine,South,Smartwatch,Computers,2,999.99,0.0,2022-09-21,2022-09-23,Alice Johnson,Online,False,5.0,2,1999.98,2022-09,2022Q3
ORD-00266,CUST-019,EagleEye,West,Laptop Lite,Accessories,11,399.99,15.0,2022-09-23,2022-09-28,Carol White,Online,False,2.0,5,3739.9065,2022-09,2022Q3
ORD-00267,CUST-020,InnovateCo,East,Keyboard,Mobile,7,1299.99,10.0,2022-09-24,2022-09-30,Dave Brown,Partner,False,5.0,6,8189.937000000001,2022-09,2022Q3
ORD-00268,CUST-096,Acme Corp,East,Smartwatch,Wearables,6,1299.99,5.0,2022-09-25,2022-10-02,Alice Johnson,Partner,False,4.0,7,7409.943,2022-09,2022Q3
ORD-00269,CUST-071,CloudNine,North,Headphones,Accessories,2,999.99,15.0,2022-09-26,2022-09-30,Carol White,Direct Sales,True,5.0,4,1699.983,2022-09,2022Q3
ORD-00270,CUST-052,DeltaLogic,North,Laptop Lite,Computers,8,149.99,10.0,2022-09-27,2022-10-02,Bob Smith,Online,False,1.0,5,1079.928,2022-09,2022Q3
ORD-00271,CUST-033,Acme Corp,North,Tablet Max,Computers,11,599.99,25.0,2022-09-28,2022-10-01,Carol White,Direct Sales,True,5.0,3,4949.9175000000005,2022-09,2022Q3
ORD-00272,CUST-040,Acme Corp,Unknown,Laptop Pro,Computers,4,599.99,20.0,2022-09-29,2022-10-01,Carol White,Online,False,4.0,2,1919.968,2022-09,2022Q3
ORD-00273,CUST-039,HorizonAI,North,Smartwatch,Computers,8,599.99,0.0,2022-09-30,2022-10-05,Carol White,In-Store,False,2.0,5,4799.92,2022-09,2022Q3
ORD-00274,CUST-082,BrightTech,North,Headphones,Mobile,7,1299.99,0.0,2022-10-01,2022-10-04,Alice Johnson,Partner,False,5.0,3,9099.93,2022-10,2022Q4
ORD-00275,CUST-001,HorizonAI,South,Tablet Mini,Mobile,5,399.99,0.0,2022-10-02,2022-10-05,Alice Johnson,Direct Sales,True,3.0,3,1999.95,2022-10,2022Q4
ORD-00276,CUST-011,GlobalEdge,West,Tablet Max,Computers,10,1299.99,5.0,2022-10-03,2022-10-06,Bob Smith,In-Store,False,4.0,3,12349.904999999999,2022-10,2022Q4
ORD-00277,CUST-092,JetStream,Unknown,Tablet Mini,Computers,10,199.99,0.0,2022-10-04,2022-10-10,Eve Davis,In-Store,False,2.0,6,1999.9,2022-10,2022Q4
ORD-00278,CUST-057,JetStream,West,Laptop Lite,Computers,12,599.99,5.0,2022-10-05,2022-10-11,Eve Davis,Direct Sales,False,3.0,6,6839.8859999999995,2022-10,2022Q4
ORD-00279,CUST-089,BrightTech,West,Laptop Pro,Mobile,8,599.99,0.0,2022-10-06,2022-10-09,Eve Davis,Direct Sales,True,4.0,3,4799.92,2022-10,2022Q4
ORD-00280,CUST-050,FusionWorks,East,Smartwatch,Computers,14,399.99,15.0,2022-10-07,2022-10-14,Bob Smith,In-Store,False,2.0,7,4759.881,2022-10,2022Q4
ORD-00281,CUST-023,FusionWorks,North,Smartwatch,Computers,9,599.99,10.0,2022-10-08,2022-10-14,Eve Davis,Online,False,5.0,6,4859.919,2022-10,2022Q4
ORD-00283,CUST-094,BrightTech,West,Keyboard,Wearables,10,399.99,5.0,2022-10-10,2022-10-13,Carol White,Direct Sales,False,4.0,3,3799.9049999999997,2022-10,2022Q4
ORD-00284,CUST-042,Acme Corp,East,Laptop Lite,Computers,5,1299.99,5.0,2022-10-11,2022-10-15,Alice Johnson,In-Store,False,2.0,4,6174.952499999999,2022-10,2022Q4
ORD-00285,CUST-099,FusionWorks,West,Laptop Lite,Accessories,2,299.99,15.0,2022-10-12,2022-10-16,Alice Johnson,Online,False,4.0,4,509.983,2022-10,2022Q4
ORD-00286,CUST-007,EagleEye,West,Laptop Pro,Computers,5,1299.99,0.0,2022-10-13,2022-10-16,Carol White,Partner,False,5.0,3,6499.95,2022-10,2022Q4
ORD-00287,CUST-016,InnovateCo,East,Keyboard,Wearables,3,2499.99,0.0,2022-10-14,2022-10-16,Carol White,Partner,False,3.0,2,7499.969999999999,2022-10,2022Q4
ORD-00289,CUST-060,GlobalEdge,Unknown,Headphones,Accessories,10,199.99,0.0,2022-10-16,2022-10-19,Alice Johnson,Online,False,3.0,3,1999.9,2022-10,2022Q4
ORD-00291,CUST-001,EagleEye,West,Headphones,Wearables,8,399.99,5.0,2022-10-18,2022-10-24,Carol White,In-Store,False,4.0,6,3039.924,2022-10,2022Q4
ORD-00292,CUST-048,BrightTech,North,Monitor,Wearables,1,399.99,5.0,2022-10-19,2022-10-22,Bob Smith,In-Store,True,5.0,3,379.9905,2022-10,2022Q4
ORD-00293,CUST-012,CloudNine,West,Smartphone SE,Accessories,3,1299.99,25.0,2022-10-20,2022-10-22,Carol White,Online,True,4.0,2,2924.9775,2022-10,2022Q4
ORD-00294,CUST-069,GlobalEdge,North,Laptop Pro,Computers,3,999.99,10.0,2022-10-21,2022-10-27,Dave Brown,Direct Sales,False,4.0,6,2699.9730000000004,2022-10,2022Q4
ORD-00295,CUST-037,FusionWorks,East,Laptop Pro,Mobile,9,199.99,0.0,2022-10-22,2022-10-23,Carol White,In-Store,False,3.0,1,1799.91,2022-10,2022Q4
ORD-00296,CUST-032,BrightTech,Unknown,Smartphone X,Mobile,5,599.99,10.0,2022-10-23,2022-10-24,Alice Johnson,Direct Sales,False,3.0,1,2699.955,2022-10,2022Q4
ORD-00297,CUST-009,FusionWorks,East,Tablet Max,Wearables,12,199.99,15.0,2022-10-24,2022-10-28,Carol White,Direct Sales,False,5.0,4,2039.8980000000001,2022-10,2022Q4
ORD-00298,CUST-099,BrightTech,East,Tablet Max,Mobile,9,299.99,15.0,2022-10-25,2022-11-01,Dave Brown,Partner,False,4.0,7,2294.9235,2022-10,2022Q4
ORD-00299,CUST-019,BrightTech,South,Monitor,Wearables,13,1299.99,0.0,2022-10-26,2022-10-30,Bob Smith,Direct Sales,True,4.0,4,16899.87,2022-10,2022Q4
ORD-00300,CUST-048,BrightTech,North,Keyboard,Wearables,9,399.99,0.0,2022-10-27,2022-10-29,Eve Davis,Online,False,5.0,2,3599.91,2022-10,2022Q4
ORD-00301,CUST-080,CloudNine,West,Laptop Lite,Wearables,1,299.99,5.0,2022-10-28,2022-11-02,Carol White,Partner,False,4.0,5,284.9905,2022-10,2022Q4
ORD-00302,CUST-003,BrightTech,North,Laptop Lite,Mobile,2,999.99,0.0,2022-10-29,2022-11-05,Dave Brown,Partner,False,,7,1999.98,2022-10,2022Q4
ORD-00303,CUST-020,DeltaLogic,North,Tablet Mini,Wearables,5,199.99,0.0,2022-10-30,2022-10-31,Dave Brown,Partner,False,5.0,1,999.95,2022-10,2022Q4
ORD-00304,CUST-024,InnovateCo,South,Monitor,Accessories,4,399.99,0.0,2022-10-31,2022-11-04,Bob Smith,In-Store,False,5.0,4,1599.96,2022-10,2022Q4
ORD-00305,CUST-054,FusionWorks,West,Laptop Pro,Computers,10,1299.99,20.0,2022-11-01,2022-11-02,Alice Johnson,In-Store,False,5.0,1,10399.92,2022-11,2022Q4
ORD-00306,CUST-033,Acme Corp,West,Monitor,Computers,9,399.99,0.0,2022-11-02,2022-11-04,Carol White,Direct Sales,False,1.0,2,3599.91,2022-11,2022Q4
ORD-00308,CUST-075,GlobalEdge,East,Monitor,Computers,6,1299.99,20.0,2022-11-04,2022-11-09,Bob Smith,Partner,False,4.0,5,6239.952000000001,2022-11,2022Q4
ORD-00309,CUST-072,JetStream,East,Tablet Max,Mobile,7,199.99,5.0,2022-11-05,2022-11-10,Eve Davis,Online,False,3.0,5,1329.9335,2022-11,2022Q4
ORD-00310,CUST-036,CloudNine,East,Monitor,Mobile,1,999.99,0.0,2022-11-06,2022-11-12,Dave Brown,Direct Sales,False,5.0,6,999.99,2022-11,2022Q4
ORD-00311,CUST-038,Acme Corp,West,Smartphone SE,Computers,1,199.99,0.0,2022-11-07,2022-11-14,Bob Smith,Online,False,5.0,7,199.99,2022-11,2022Q4
ORD-00312,CUST-084,EagleEye,South,Laptop Lite,Mobile,8,299.99,0.0,2022-11-08,2022-11-10,Alice Johnson,Direct Sales,False,4.0,2,2399.92,2022-11,2022Q4
ORD-00313,CUST-099,DeltaLogic,East,Tablet Mini,Computers,13,599.99,0.0,2022-11-09,2022-11-13,Alice Johnson,Direct Sales,False,4.0,4,7799.87,2022-11,2022Q4
